id,budget,genres,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,DiaSemana,Mes,cast,crew
136928,0.0,['Drama'],0.129207,2012-10-11,0.0,First Winter,4.0,1.0,2012,0.0,Jueves,Octubre,"['Lindsay Burdge', 'Paul Manza', 'Samantha Jacober', 'Jennifer Kim', 'Haruka Hashimoto', 'Monika Heidemann', 'Fonlin Nyeu', 'Luke Simon', 'Jeff Thrope', 'Matthew Chastain', 'Benjamin Dickinson', 'Bill Dunn', 'Kate Lyn Sheil', 'Jaffe Zinn']","['Benjamin Dickinson', 'Benjamin Dickinson', 'Benjamin Dickinson', 'Lindsay Burdge', 'Jennifer Lame', 'Katie Hickman', 'Adam Newport-Berra', 'Andrew Alan', 'Sarah Walker Scheld', 'Zachary Mortensen']"
5060,0.0,['Comedy'],6.933646,1966-05-20,0.0,Carry On Screaming,7.0,33.0,1966,0.0,Viernes,Mayo,"['Harry H. Corbett', 'Kenneth Williams', 'Jim Dale', 'Charles Hawtrey', 'Fenella Fielding', 'Joan Sims', 'Angela Douglas', 'Bernard Bresslaw', 'Peter Butterworth', 'Jon Pertwee', 'Michael Ward', 'Tom Clegg', 'Billy Cornelius', 'Norman Mitchell', 'Frank Thornton', 'Frank Forsyth', 'Marianne Stone']","['Alan Hume', 'Gerald Thomas', 'Talbot Rothwell', 'Peter Rogers', 'Eric Rogers', 'Rod Nelson-Keys']"
290656,0.0,['Horror'],0.931028,2014-08-18,0.0,Raised by Wolves,3.0,3.0,2014,0.0,Lunes,Agosto,"['Evan Crooks', 'Monty Geer', 'Leore Hayon']",['Mitchell Altieri']
50787,0.0,"['Documentary', 'Horror']",7.429735,2006-10-13,0.0,Going to Pieces: The Rise and Fall of the Slasher Film,7.6,26.0,2006,0.0,Viernes,Octubre,"['Ed Green', 'John Carpenter', 'Rob Zombie', 'Lilyan Chauvin', 'Betsy Palmer', 'Malek Akkad', 'Wes Craven', 'Sean S. Cunningham', 'Herb Freed', 'Chela Johnson', 'Amy Holden Jones', 'Jeff Katz', 'Paul Lynch', 'Harry Manfredini', 'Armand Mastroianni', 'Gregory Nicotero', 'Robert Oppenheimer', 'Felissa Rose', 'Aine Leicht', 'Gage Leicht', 'Robert Shaye', 'Joseph Stefano', 'Natasha Talonz', 'Stan Winston', 'Tom Savini', 'Anthony Timpone']","['Adam Rockoff', 'J. Albert Bell', 'Rachel Belofsky', 'Michael Derek Bohusz', 'Rudy Scalese', 'Harry Manfredini', 'Michael Fimognari', 'Armando Salas', 'Vanessa Cartier', 'Michael Baker', 'Rachel Belofsky', 'Michael Ruggiero', 'Randy Manis', 'Rudy Scalese', 'Michael Derek Bohusz', 'Jeff McQueen']"
123690,0.0,"['Comedy', 'Drama']",0.871263,2001-09-07,0.0,The Afternoon of a Torturer,7.0,2.0,2001,0.0,Viernes,Septiembre,"['Gheorghe Dinică', 'Radu Beligan', 'Ioana Ana Macaria', 'Coca Bloos', 'Dorina Chiriac', 'Cristina Agachi', 'Șerban Pavlu', 'Marius Radu', 'Florin Roata', 'Loredana Stefan']","['Nita Chivulescu', 'Lucian Pintilie', 'Lucian Pintilie', 'Calin Ghibu', 'Calin Papura', 'Gloria Papura', 'Doina Jela', 'Mihai Lazar']"
31809,0.0,['Music'],0.002307,1998-01-01,0.0,Type O Negative: After Dark,0.0,0.0,1998,0.0,Jueves,Enero,['Peter Steele'],['Thomas Mignone']
348896,0.0,['Drama'],0.434992,2015-08-13,0.0,Dare to Be Wild,5.3,3.0,2015,0.0,Jueves,Agosto,"['Emma Greenwell', 'Tom Hughes', 'Alex MacQueen', 'Christine Marzano']","['Vivienne De Courcy', 'Vivienne De Courcy']"
294682,0.0,['Drama'],1.252833,2014-08-30,0.0,Little Forest: Summer/Autumn,8.3,16.0,2014,0.0,Sábado,Agosto,"['Ai Hashimoto', 'Takahiro Miura', 'Mayu Matsuoka', 'Youichi Nukumizu', 'Karen Kirishima']","['Junichi Mori', 'Junichi Mori', 'Keichiiro Moriya', 'Satoko Ishida']"
84030,0.0,"['Fantasy', 'Adventure', 'Family', 'Romance']",0.006195,1979-09-30,0.0,Prince and the Evening Star,5.4,5.0,1979,0.0,Domingo,Septiembre,"['Libuše Šafránková', 'Vladimír Menšík', 'František Filipovský', 'Radoslav Brzobohatý', 'Juraj Ďurdiak', 'Petr Svoboda', 'Alexei Okunev', 'Oldrich Táborský', 'Zlata Adamovská', 'Ivana Andrlová', 'Cestmír Randa', 'Rudolf Jelínek', 'Viktor Maurer', 'Karel Augusta', 'Ladislav Brothánek', 'Václav Lohniský', 'Vladimír Krška', 'Ladislav Trojan', 'Miloš Vavruška', 'Miroslav Moravec', 'Petr Svojtka', 'Julie Jurištová', 'Jiří Lír']","['Václav Vorlíček', 'Josef Illík', 'Miroslav Hájek', 'Karel Jaromír Erben', 'Theodor Pištěk', 'Svatopluk Havelka', 'Karel Lier', 'Frantisek Fabián', 'Eva Slívová', 'Jana Knitlová', 'Jirí Krejcík', 'Jirí Brdecka', 'Premysl Prazský', 'Jirina Bisingerová', 'Jiri Hurych', 'Vera Winkelhöferová', 'Jiri Rumler', 'Václav Benes', 'Adolf Hejzlar', 'Olga Hrcková']"
49370,19000000.0,"['Drama', 'Romance']",1.289698,1985-06-07,12918858.0,Perfect,3.9,32.0,1985,0.6799398947368421,Viernes,Junio,"['John Travolta', 'Jamie Lee Curtis', 'Marilu Henner', 'Laraine Newman', 'Jann Wenner', 'Anne De Salvo', 'Mathew Reed']","['Jeff Gourson', 'Howard Feuer', 'Gordon Willis', 'Thomas L. Roysden', 'Thomas L. Roysden', 'Michael D. Haller', 'James Bridges', 'James Bridges', 'James Bridges', 'Jeremy Ritzer', 'Ralph Burns', 'Lynda Paradise', 'Jack Larson', 'Aaron Latham', 'Aaron Latham', 'Joan Edwards', 'Kim Kurumada']"
76821,0.0,"['Romance', 'Drama']",0.317099,1981-12-02,0.0,Hotel America,6.6,5.0,1981,0.0,Miércoles,Diciembre,"['Catherine Deneuve', 'Patrick Dewaere', 'Etienne Chicot', 'Sabine Haudepin', 'Dominique Lavanant', 'Josiane Balasko', 'François Perrot', 'Jean-Louis Vitrac', 'Frédérique Ruchaud', 'Michèle Ban de Loménie', 'Jacques Dichamp', 'Rosemary Linousy']","['Gilles Taurand', 'André Téchiné', 'André Téchiné']"
301365,7000000.0,"['Thriller', 'Horror']",13.410522,2016-06-08,1333124.0,The Neon Demon,6.4,926.0,2016,0.1904462857142857,Miércoles,Junio,"['Elle Fanning', 'Karl Glusman', 'Jena Malone', 'Bella Heathcote', 'Abbey Lee', 'Keanu Reeves', 'Christina Hendricks', 'Desmond Harrington', 'Alessandro Nivola', 'Charles Baker', 'Jamie Clayton', 'Rebecca Dayan', 'Taylor Marie Hill', 'Stacey Danger', 'Vanessa Martinez', 'Cody Renee Cameron']","['Nicolas Winding Refn', 'Nicolas Winding Refn', 'Mary Laws', 'Cliff Martinez', 'Matthew Newman', 'Polly Stenham', 'Natasha Braier', 'Elliott Hostetter', 'Erin Benach', 'Nicole Daniels', 'Courtney Sheinin', 'Lene Børglum', 'Sidonie Dumas', 'Vincent Maraval', 'Nicolas Winding Refn', 'Jonathan Amico', 'Adam Willis', 'Lorri Jakubuv', 'Katherine Dover', 'Melissa Walker', 'Stephanie Martin', 'Manny Tapia', 'Eric Fletcher', 'Ian S. Takahashi', 'Wayne Burnes', 'Peter Hjorth', 'Shant Jordan', 'Gadou Naudin', 'Julien Naudin', 'Anne Jensen', 'Eddie Simonsen', 'Kristoffer Salting', 'Shandra Page', 'Erin Ayanian', 'Sharon Simon', 'Dean Jones', 'Starr Jones', 'Ashlyn McIntyre', 'Eric Kench', 'Chris Weigand', 'Tonni Zinck', 'Sunit Parekh', 'Christina Jæger', 'Signe Vinther', 'Nicolas Winding Refn', 'Carsten Sparwath', 'K. Blaine Johnston', 'Manuel Chiche', 'Michael Bassick', 'Brahim Chioua', 'Rachel Dik', 'Michel Litvak', 'Steven Marshall', 'Matthew Read', 'Christophe Riandee', 'Thor Sigurjonsson', 'Jeffrey Stott', 'Gary Michael Walters', 'Christopher Woodrow', 'Victor Ho']"
29394,0.0,"['Horror', 'Mystery', 'Thriller']",1.057432,1961-07-26,0.0,Homicidal,5.4,13.0,1961,0.0,Miércoles,Julio,"['Glenn Corbett', 'Patricia Breslin', 'Joan Marshall', 'Eugenie Leontovich', 'Alan Bunce', 'James Westerfield', 'Gilbert Green', 'Hope Summers', 'William Castle', 'Richard Rust']","['Hugo Friedhofer', 'William Castle', 'William Castle', 'Edwin H. Bryant', 'Robb White', 'Dona Holloway', 'Burnett Guffey', 'Cary Odell', 'Darrell Silvera', 'Ben Lane']"
40505,0.0,"['Action', 'Comedy']",0.993716,1998-05-27,0.0,I Got the Hook Up,5.4,8.0,1998,0.0,Miércoles,Mayo,"['Master P', 'Anthony Johnson', 'Ice Cube', 'Tom Lister Jr.']","['Master P', 'Master P', 'Michael Martin']"
196830,0.0,"['Horror', 'Science Fiction']",4.78912,2013-05-22,0.0,Stranded,3.4,59.0,2013,0.0,Miércoles,Mayo,"['Christian Slater', 'Brendan Fehr', 'Amy Matysio', 'Michael Therriault', 'Lyndon Bray', 'Ryland Alexander', 'Mark D. Claxton']","['Roger Christian', 'Roger Christian', 'Daryl K. Davis', 'Todd Bryanton', 'Kathy McCoy', 'Christian Piers Betley', 'Mark Dobrescu', 'Carmen Kotyk', 'Tracy George', 'Mark Montague', 'Isabella Marchese Ragona', 'Brenda Shenher', 'Joanna Vollhoffer']"
104396,0.0,,0.493914,1894-08-31,0.0,Dickson Experimental Sound Film,6.7,18.0,1894,0.0,Viernes,Agosto,['William K.L. Dickson '],['William K.L. Dickson ']
26255,0.0,"['Comedy', 'Romance']",8.358541,1992-11-13,754935.0,Love Potion No. 9,5.4,67.0,1992,0.0,Viernes,Noviembre,"['Sandra Bullock', 'Tate Donovan', 'Anne Bancroft', 'Blake Clark', 'Rebecca Staab']","['Thomas M. Hammel', 'Dale Launer', 'Dale Launer', 'Dale Launer', 'Jed Leiber', 'William Wages']"
964,0.0,"['Drama', 'Horror']",11.083684,1925-09-06,0.0,The Phantom of the Opera,7.0,78.0,1925,0.0,Domingo,Septiembre,"['Lon Chaney', 'Mary Philbin', 'Norman Kerry', 'Arthur Edmund Carewe', 'John St. Polis', 'Virginia Pearson', 'Gibson Gowland', 'Snitz Edwards', 'Chester Conklin', 'Carla Laemmle']","['Charles D. Hall', 'Maurice Pivar', 'Russell A. Gausman', 'Edward Curtiss', 'Rupert Julian', 'Gaston Leroux', 'Carl Laemmle', 'Milton Bridenbecker', 'Virgil Miller', 'Charles Van Enger', 'Ben Carré', 'Gilmore Walker', 'Elmer Sheeley', 'Lon Chaney', 'Jerome Ash']"
22307,500000.0,"['Horror', 'Thriller']",9.296883,1973-03-27,0.0,Sisters,6.8,77.0,1973,0.0,Martes,Marzo,"['Margot Kidder', 'Jennifer Salt', 'Charles Durning', 'William Finley', 'Lisle Wilson', 'Barnard Hughes', 'Mary Davenport', 'Dolph Sweet', 'Olympia Dukakis', 'Catherine Gaffigan']","['Bernard Herrmann', 'Brian De Palma', 'Brian De Palma', 'Brian De Palma', 'Paul Hirsch', 'Edward R. Pressman', 'Louisa Rose', 'Gregory Sandor', 'Sylvia Fay', 'Lynn Pressman-Raymond', 'Robert Rohdie']"
38219,0.0,"['Fantasy', 'Science Fiction']",0.737005,1983-08-19,0.0,"Yor, the Hunter from the Future",3.8,8.0,1983,0.0,Viernes,Agosto,"['Reb Brown', 'Corinne Cléry', 'Luciano Pigozzi', 'Luigina Rocchi', 'Carole André', 'John Steiner', 'Ayshe Gul', 'Sergio Nicolai', 'Aytekin Akkaya', 'Ludovico Della Jojo']","['Antonio Margheriti', 'Antonio Margheriti', 'Giorgio Serrallonga', 'Marcello Masciocchi', 'Guido De Angelis', 'Maurizio De Angelis', 'Walter Patriarca', 'Alberto Moriani', 'Robert D. Bailey', 'Michele Marsala', 'Enrico Luzzi']"
141319,3500000.0,"['Crime', 'Drama']",1.000373,2000-10-16,0.0,Spanish Judges,5.5,2.0,2000,0.0,Lunes,Octubre,"[""Vincent D'Onofrio"", 'Matthew Lillard', 'Valeria Golino', 'Mark Boone Junior', 'Tamara Mello', 'Michael Shamus Wiles', 'J.W. Smith', ""Ed O'Ross"", 'George Griffith', 'Dennis Keiffer']","['Oz Scott', 'William Rehor']"
39045,8000000.0,"['Animation', 'Adventure', 'Family']",0.743274,1987-08-06,3261638.0,Pinocchio and the Emperor of the Night,5.3,4.0,1987,0.40770475,Jueves,Agosto,"['Scott Grimes', 'Tom Bosley', 'Rickie Lee Jones', 'James Earl Jones']","['Collodi', 'Hal Sutherland', ""Dennis O'Flaherty"", ""Barry O'Brien"", 'Robby London', 'Robby London', 'Tuck Tucker', 'Rick Maki', 'Randy Sanchez', 'Larry White', 'Miri Yoon']"
167221,5000000.0,['Drama'],2.513078,2013-02-13,48125.0,Long Live Freedom,7.2,42.0,2013,0.009625,Miércoles,Febrero,"['Toni Servillo', 'Anna Bonaiuto', 'Valeria Bruni Tedeschi', 'Michela Cescon', 'Eric Trung Nguyen', 'Valerio Mastandrea']","['Roberto Andò', 'Roberto Andò', 'Angelo Pasquini']"
105384,0.0,"['Thriller', 'Crime']",0.000284,1974-11-13,0.0,Orders Signed in White,0.0,0.0,1974,0.0,Miércoles,Noviembre,"['Herb Andress', 'Paola Arduini', 'Lucy Chevalier', 'Ivano Davoli', 'Giovanni De Angelis', 'Joseph Logan', 'Irina Maleeva', 'Gianni Manera', 'Mario Pisu', 'Antonio Monselesan', 'Ettore Ribotta']","['Stelvio Cipriani', 'Mario Pisu', 'Gianni Manera', 'Gianni Manera', 'Mariano Arditi', 'Giovanni Raffaldi', 'Ivano Gobbo', 'Enrico Manera']"
32202,1500000.0,"['Animation', 'Comedy', 'Drama']",0.257958,1982-10-01,0.0,Hey Good Lookin',6.8,7.0,1982,0.0,Viernes,Octubre,"['Richard Romanus', 'David Proval', 'Jesse Welles', 'Tina Romanus', 'Danny Wells', 'Larry Bishop', 'Tabi Cooper', 'Juno Dawson', 'Shirley Jo Finney', 'Martin Garner', 'Terry Haven', 'Allen Joseph', 'Bernie Massa', 'Gelsa Palao', 'Paul Roman', 'Philip Michael Thomas', 'Frank De Kova']","['Ralph Bakshi', 'Ralph Bakshi', 'Ralph Bakshi', 'Lynne Betner', 'Ronald Kauffman']"
56292,145000000.0,"['Action', 'Thriller', 'Adventure']",14.25843,2011-12-07,694713380.0,Mission: Impossible - Ghost Protocol,6.8,4026.0,2011,4.79112675862069,Miércoles,Diciembre,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton', 'Anil Kapoor', 'Josh Holloway', 'Ving Rhames', 'Miraj Grbic', 'Ivan Shvedoff', 'Samuli Edelmann', 'Michael Nyqvist', 'Léa Seydoux', 'Michelle Monaghan', 'Tom Wilkinson', 'Tammy Hui', 'Mike Dopud']","['Tom Cruise', 'Michael Kaplan', 'Robert Elswit', 'David Minkowski', 'Matthew Stillman', 'April Webster', 'J.J. Abrams', 'Michael Giacchino', 'Brad Bird', 'Helen Jarvis', 'Dana Goldberg', 'Jeffrey Chernov', 'Paul Schwake', 'Bryan Burk', 'David Ellison', 'Tabrez Noorani', 'Pravesh Sahni', 'Josh Appelbaum', 'Josh Appelbaum', 'Alyssa Weisberg', 'André Nemec', 'André Nemec', 'Tom C. Peitzman', 'Tommy Harper', 'Jakub Dvorak', 'Michael Queen', 'Mike Marcuzzi', 'Luca Marco Paracels']"
33112,0.0,"['Comedy', 'Romance']",1.865744,1941-09-26,0.0,It Started with Eve,7.7,6.0,1941,0.0,Viernes,Septiembre,"['Deanna Durbin', 'Charles Laughton', 'Robert Cummings', 'Guy Kibbee', 'Margaret Tallichet', 'Catherine Doucet', 'Walter Catlett', 'Charles Coleman', 'Leonard Elliott', 'Irving Bacon', 'Gus Schilling', 'Wade Boteler', 'Dorothea Kent', 'Clara Blandick', 'John Banner', 'Wilson Benge', 'Chick Chandler', 'John Eldredge', 'Bess Flowers', 'Mary Gordon', 'John Hamilton', 'Rosalind Ivan', 'George J. Lewis', 'Marie McDonald', 'Bert Moorhouse', 'Mantan Moreland', ""William H. O'Brien"", ""Broderick O'Farrell"", 'Paul Porcasi', 'Charlotte Treadway', 'Ray Walker', 'Lucille Ward', 'Sonia Darrin']","['Henry Koster', 'Hanns Kräly', 'Norman Krasna']"
83491,0.0,['Drama'],1.002979,1984-12-26,0.0,My Friend Ivan Lapshin,7.0,13.0,1984,0.0,Miércoles,Diciembre,"['Andrei Boltnev', 'Nina Ruslanova', 'Andrey Mironov', 'Aleksei Zharkov', 'Aleksandr Filippenko', 'Yuriy Kuznetsov', 'Semyon Farada', 'Nina Usatova', 'Valeriy Filonov', 'Zinaida Adamovich', 'Andrei Dudarenko', 'Valeri Kuzin', 'Lidiya Volkova', 'Anatoly Slivnikov']","['Aleksey German', 'Eduard Volodarskiy', 'Yuri German']"
286301,0.0,['Drama'],2.351135,2014-09-05,0.0,The Dinner,6.3,39.0,2014,0.0,Viernes,Septiembre,"['Alessandro Gassman', 'Giovanna Mezzogiorno', 'Luigi Lo Cascio', 'Barbora Bobuľová', 'Rosabell Laurenti Sellers', 'Jacopo Olmo Antinori', 'Adamo Dionisi']","['Ivano De Matteo', 'Ivano De Matteo', 'Valentina Ferlan', 'Caldecot Chubb', 'Marco Poccioni', 'Marco Valsania', 'Francesco Cerasi', 'Vittorio Omodei Zorini', 'Herman Koch']"
146904,0.0,,0.072383,1957-08-26,0.0,"Rio, Zona Norte",5.0,1.0,1957,0.0,Lunes,Agosto,"['Grande Otelo', 'Jece Valadão', 'Paulo Goulart', 'Ângela Maria', 'Maria Petar']","['Nelson Pereira dos Santos', 'Hélio Silva', 'Zé Keti']"
88937,0.0,['Action'],0.000308,1977-03-01,0.0,"Abar, the First Black Superman",4.5,1.0,1977,0.0,Martes,Marzo,"['Tobar Mayo', 'J. Walter Smith', 'Roxie Young', 'Gladys Lum', 'Tony Rumford', 'Rupert Williams', 'Tina James', 'Art Jackson', 'Allen Ogle', 'Joe Alberti', 'Dee Turguand', 'Nelson Meeker', 'William Carrol Jr.', 'James Dickson', 'Richard Corrigan', 'Fred D. Scott', 'Chuck Cumminsky', 'Syd Marks', 'Edward Cross', 'April London', 'Cal Williams', 'Keith Gill', 'Sugar McNair', 'Lee Dodson', 'Frank Doubleday', 'Felicia Cruse', 'Manuel Angeli', 'Charles Green', 'Odell Mack', 'John Kerry']","['Frank Packard', 'J.P. Joshua', 'James Smalley', 'Jack Tucker', 'Donl Morse', 'Diane Young', 'Stephen Jones', 'James Smalley', 'James Smalley', 'J. Walter Smith', 'Ronald Víctor García']"
14067,0.0,['Comedy'],0.126048,2004-05-20,0.0,Thunderstruck,7.0,1.0,2004,0.0,Jueves,Mayo,"['Damon Gameau', 'Stephen Curry', 'Ryan Johnson', 'Callan Mulvey', 'Sam Worthington', 'Kestie Morassi']",['Darren Ashton']
56296,25000.0,"['Drama', 'Thriller', 'Mystery']",0.455584,2010-06-01,0.0,Deuce of Spades,5.3,2.0,2010,0.0,Martes,Junio,['Faith Granger'],"['Faith Granger', 'Faith Granger']"
68756,0.0,['Drama'],0.002615,1970-11-05,0.0,Comrades,0.0,0.0,1970,0.0,Jueves,Noviembre,"['Jean-Paul Giquel', 'Juliet Berto', 'Dominique Labourier', 'Jean-Pierre Melec', 'André Julien']","['Pierre-William Glenn', 'Marin Karmitz', 'Marin Karmitz', 'Jean-Paul Giquel', 'Jean Gonnet', 'Lia Wajntal']"
900,1073000.0,"['Comedy', 'Romance']",6.60577,1938-02-18,0.0,Bringing Up Baby,7.6,201.0,1938,0.0,Viernes,Febrero,"['Katharine Hepburn', 'Cary Grant', 'Charles Ruggles', 'Walter Catlett', 'Barry Fitzgerald', 'May Robson', 'Fritz Feld', 'Leona Roberts', 'George Irving', 'Tala Birell', 'Virginia Walker', 'John Kelly', 'William Benedict', 'Billy Bevan', 'Ward Bond', 'Jack Carson', 'Judith Ford', 'Edward Gargan', 'Paul Guilfoyle', ""Karl 'Karchy' Kosiczky"", 'Nissa the Leopard']","['Howard Hawks', 'Dudley Nichols', 'Hagar Wilde', 'Howard Hawks', 'Cliff Reid', 'Roy Webb', 'Russell Metty', 'Van Nest Polglase', 'Howard Greer', 'Mel Berns', 'Vernon L. Walker', 'George Hively', 'John L. Cass']"
364684,0.0,,0.002444,1945-10-21,0.0,Takhir and Zukhra,0.0,0.0,1945,0.0,Domingo,Octubre,"['Yuldus Rysayeva', 'Gulyam Aglayev', 'Asad Ismatov', 'Shukur Burkhanov']","['Nabi Ganiyev', 'Yuldash Agzamov']"
149763,0.0,"['Comedy', 'Romance']",2.370516,2012-10-10,0.0,Men Do what Men Can,6.3,13.0,2012,0.0,Miércoles,Octubre,"['Wotan Wilke Möhring', 'Jasmin Gerat', 'Jan Josef Liefers', 'Fahri Yardım', 'Oliver Korittke', 'Friederike Kempter', 'Karoline Schuch', 'Hedi Kriegeskotte', 'Peter Sattmann', 'Noemi Besedes', 'Miranda Leonhardt', 'Manuel Cortez', 'Emilia Schüle', 'Suzan Anbeh', 'Gabi Scheibert', 'Kai Maertens']","['Simone Bär', 'Silke Sommer', 'Dirk Grau', 'Marc Rothemund', 'Marc Rothemund', 'Martin Langer', 'Hans Rath', 'Carola Gauster', 'Natalie Clausen']"
